"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009,"End Date",202009
Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration",Source,"EIA, U.S. Energy Information Administration"

201412,124620.11616,201412,91037.8204,201412,73362.548,201412,22328.78862,201412,14711.24947,201412,946.64528,201412,1031.74441,201412,1374.99931,201412,3736.56465,201412,1152.96969,201412,1766.90078,201412,1217.64953
201411,119127.43937,201411,84353.51326,201411,65140.185,201411,18624.92296,201411,18866.92881,201411,963.23459,201411,1379.63993,201411,1362.46919,201411,3507.91896,201411,1073.45459,201411,1690.51816,201411,1161.0124
201410,111295.95754,201410,97683.01576,201410,62390.988,201410,17159.21225,201410,14507.93111,201410,908.45906,201410,1716.92302,201410,1345.09102,201410,3422.22924,201410,1082.25805,201410,1726.27612,201410,1121.99463
201409,126110.38461,201409,106581.58568,201409,67534.5,201409,16074.32674,201409,11519.76842,201409,929.40248,201409,1832.26056,201409,1307.51933,201409,3462.22556,201409,1126.36882,201409,1771.58349,201409,1159.39209
201408,148451.62333,201408,122348.42288,201408,71128.746,201408,19807.24668,201408,10170.52076,201408,1013.8688,201408,1879.48203,201408,1329.20881,201408,3761.24103,201408,1135.13447,201408,1880.35618,201408,1239.21372
201407,149627.05758,201407,115081.26949,201407,71940.126,201407,24357.40238,201407,12187.39242,201407,992.39618,201407,1787.69886,201407,1319.57192,201407,3807.42376,201407,1068.64164,201407,1942.0977,201407,1163.38249
201406,137576.92149,201406,98467.60766,201406,68138.232,201406,25743.87767,201406,15798.81712,201406,889.16106,201406,1923.32588,201406,1293.37505,201406,3622.27121,201406,968.67537,201406,1826.34003,201406,1117.05138
201405,118785.80061,201405,89119.67653,201405,62947.43,201405,26543.88511,201405,15601.36684,201405,959.86942,201405,1749.65461,201405,1332.36081,201405,3289.75941,201405,944.39748,201405,1849.16406,201405,1117.59768
201404,109280.59165,201404,76781.87947,201404,56384.588,201404,25439.90661,201404,18635.54917,201404,911.13938,201404,1487.09725,201404,1313.53464,201404,3230.04629,201404,854.18754,201404,1809.57834,201404,1038.54111
201403,136442.60132,201403,78150.91836,201403,62397.08,201403,24257.12925,201403,17735.8829,201403,2001.90874,201403,1317.09371,201403,1337.66565,201403,3609.0941,201403,865.60006,201403,1850.94216,201403,1092.56742
201402,143294.48747,201402,75942.31445,201402,62638.95,201402,17396.12893,201402,14008.66045,201402,1847.01409,201402,834.9922,201402,1206.12975,201402,3264.60283,201402,817.23564,201402,1686.43837,201402,940.84236
201401,157097.36861,201401,91060.93439,201401,73162.609,201401,21633.79467,201401,17911.21433,201401,5913.28271,201401,751.11873,201401,1355.01553,201401,3626.34817,201401,932.86268,201401,1849.52337,201401,1092.05055
201312,141859.66537,201312,92936.2913,201312,71293.578,201312,21128.29918,201312,13967.05881,201312,1438.38285,201312,850.02134,201312,1365.61949,201312,3606.08465,201312,1006.02826,201312,1837.09849,201312,1140.85162
201311,120939.72975,201311,84286.78492,201311,64975.456,201311,17676.83384,201311,15803.25968,201311,989.3213,201311,824.35218,201311,1230.48105,201311,3407.00532,201311,1060.37259,201311,1765.3696,201311,1143.30466
201310,120996.39294,201310,88587.40151,201310,63183.533,201310,17198.59414,201310,13635.01809,201310,944.53169,201310,987.53341,201310,1363.49926,201310,3340.97487,201310,1071.51753,201310,1730.51712,201310,1184.64312
201309,133110.43729,201309,102063.23334,201309,65798.971,201309,16961.1523,201309,11674.08115,201309,964.42726,201309,948.77866,201309,1299.29966,201309,3353.38915,201309,1086.62745,201309,1715.76756,201309,1181.53218
201308,149426.0529,201308,121156.39696,201308,71344.379,201308,21633.31561,201308,9633.88368,201308,1076.01032,201308,944.09174,201308,1322.43644,201308,3634.03354,201308,1143.06632,201308,1847.4604,201308,1216.63924
201307,152866.8527,201307,120770.9808,201307,70539.238,201307,27254.5715,201307,11093.61355,201307,1458.10513,201307,828.84727,201307,1336.88222,201307,3536.19697,201307,1148.25346,201307,1797.26641,201307,1201.07959
201306,138283.21603,201306,99615.06431,201306,66429.69,201306,27384.06656,201306,13748.10576,201306,1034.72402,201306,870.68502,201306,1278.25447,201306,3330.23073,201306,1047.53121,201306,1726.95786,201306,1124.99857
201305,119512.5,201305,83815.59186,201305,62848.155,201305,28450.09411,201305,16238.70213,201305,1066.72061,201305,752.70649,201305,1307.7114,201305,3173.93377,201305,1087.93974,201305,1781.20351,201305,1109.54975
201304,111834.68254,201304,78036.43182,201304,56766.882,201304,25097.10474,201304,17476.27429,201304,994.54149,201304,666.73879,201304,1274.15826,201304,2863.13892,201304,1019.72593,201304,1680.53771,201304,1023.92269
201303,130633.56036,201303,84725.25919,201303,62947.389,201303,20534.35802,201303,15755.65337,201303,990.30728,201303,619.39901,201303,1378.21628,201303,3299.77208,201303,1070.05242,201303,1757.14745,201303,1143.20416
201302,123546.80484,201302,80283.07377,201302,61483.385,201302,20418.46514,201302,14075.59068,201302,1129.97674,201302,432.64262,201302,1236.23527,201302,3083.02823,201302,968.22642,201302,1502.89015,201302,1020.23199
201301,138104.82108,201301,88559.05007,201301,71405.817,201301,24828.52759,201301,14738.50426,201301,1732.98124,201301,309.82386,201301,1381.88028,201301,3399.74873,201301,1143.59583,201301,1688.27329,201301,1097.56423
201212,134078.90757,201212,83989.0974,201212,68583.669,201212,22984.35228,201212,14523.51758,201212,1235.42749,201212,348.77212,201212,1390.24919,201212,3364.82689,201212,962.63047,201212,1773.30826,201212,1176.07747
201211,128727.0657,201211,80169.46107,201211,56712.757,201211,18733.31916,201211,11648.4968,201211,986.20887,201211,347.27595,201211,1347.05171,201211,3190.29969,201211,875.49499,201211,1684.00767,201211,1139.79835
201210,120999.33876,201210,91725.37056,201210,59743.218,201210,16501.69662,201210,12635.90112,201210,1060.91739,201210,431.42698,201210,1329.1492,201210,3112.87857,201210,894.95831,201210,1715.82071,201210,1135.48951
